Year,Metric,GeoAreaName,Value
2021,Voice and Accountability,Albania,0.091204971
2020,Voice and Accountability,Albania,0.088362463
2019,Voice and Accountability,Albania,0.142711371
2018,Voice and Accountability,Albania,0.180729449
2017,Voice and Accountability,Albania,0.203805894
2016,Voice and Accountability,Albania,0.170948684
2015,Voice and Accountability,Albania,0.157161772
2014,Voice and Accountability,Albania,0.1437774
2013,Voice and Accountability,Albania,0.048892591
2012,Voice and Accountability,Albania,0.022064038
2011,Voice and Accountability,Albania,0.062333763
2010,Voice and Accountability,Albania,0.123838224
2009,Voice and Accountability,Albania,0.141477332
2008,Voice and Accountability,Albania,0.174939081
2007,Voice and Accountability,Albania,0.113008469
2006,Voice and Accountability,Albania,0.07588996
2005,Voice and Accountability,Albania,0.003671788
2004,Voice and Accountability,Albania,0.007237499
2003,Voice and Accountability,Albania,0.070307687
2002,Voice and Accountability,Albania,-0.00815021
2000,Voice and Accountability,Albania,-0.285138667
1998,Voice and Accountability,Albania,-0.387372851
1996,Voice and Accountability,Albania,-0.648297846
2021,Voice and Accountability,Armenia,0.059204161
2020,Voice and Accountability,Armenia,0.049051914
2019,Voice and Accountability,Armenia,0.055480633
2018,Voice and Accountability,Armenia,-0.137946114
2017,Voice and Accountability,Armenia,-0.560795248
2016,Voice and Accountability,Armenia,-0.579242349
2015,Voice and Accountability,Armenia,-0.536284149
2014,Voice and Accountability,Armenia,-0.562072694
2013,Voice and Accountability,Armenia,-0.588030815
2012,Voice and Accountability,Armenia,-0.570491433
2011,Voice and Accountability,Armenia,-0.690779805
2010,Voice and Accountability,Armenia,-0.847521544
2009,Voice and Accountability,Armenia,-0.876420259
2008,Voice and Accountability,Armenia,-0.857629657
2007,Voice and Accountability,Armenia,-0.759377897
2006,Voice and Accountability,Armenia,-0.742222786
2005,Voice and Accountability,Armenia,-0.591363311
2004,Voice and Accountability,Armenia,-0.572165549
2003,Voice and Accountability,Armenia,-0.467406183
2002,Voice and Accountability,Armenia,-0.444421142
2000,Voice and Accountability,Armenia,-0.374595284
1998,Voice and Accountability,Armenia,-0.33551845
1996,Voice and Accountability,Armenia,-0.569909096
2021,Voice and Accountability,Austria,1.398566604
2020,Voice and Accountability,Austria,1.398653507
2019,Voice and Accountability,Austria,1.338748932
2018,Voice and Accountability,Austria,1.387732625
2017,Voice and Accountability,Austria,1.385915518
2016,Voice and Accountability,Austria,1.337476611
2015,Voice and Accountability,Austria,1.383552909
2014,Voice and Accountability,Austria,1.391349435
2013,Voice and Accountability,Austria,1.456567407
2012,Voice and Accountability,Austria,1.448773026
2011,Voice and Accountability,Austria,1.402443647
2010,Voice and Accountability,Austria,1.430290699
2009,Voice and Accountability,Austria,1.392844677
2008,Voice and Accountability,Austria,1.35846436
2007,Voice and Accountability,Austria,1.369262457
2006,Voice and Accountability,Austria,1.372684956
2005,Voice and Accountability,Austria,1.378656507
2004,Voice and Accountability,Austria,1.475651145
2003,Voice and Accountability,Austria,1.343882084
2002,Voice and Accountability,Austria,1.307496905
2000,Voice and Accountability,Austria,1.317559481
1998,Voice and Accountability,Austria,1.354778886
1996,Voice and Accountability,Austria,1.448950052
2021,Voice and Accountability,Azerbaijan,-1.530497551
2020,Voice and Accountability,Azerbaijan,-1.54236412
2019,Voice and Accountability,Azerbaijan,-1.529441476
2018,Voice and Accountability,Azerbaijan,-1.511327386
2017,Voice and Accountability,Azerbaijan,-1.563634515
2016,Voice and Accountability,Azerbaijan,-1.56097424
2015,Voice and Accountability,Azerbaijan,-1.552383304
2014,Voice and Accountability,Azerbaijan,-1.479175925
2013,Voice and Accountability,Azerbaijan,-1.402769327
2012,Voice and Accountability,Azerbaijan,-1.29948163
2011,Voice and Accountability,Azerbaijan,-1.301847577
2010,Voice and Accountability,Azerbaijan,-1.30459702
2009,Voice and Accountability,Azerbaijan,-1.259766698
2008,Voice and Accountability,Azerbaijan,-1.325132012
2007,Voice and Accountability,Azerbaijan,-1.233396649
2006,Voice and Accountability,Azerbaijan,-1.279161215
2005,Voice and Accountability,Azerbaijan,-1.124163508
2004,Voice and Accountability,Azerbaijan,-1.056702495
2003,Voice and Accountability,Azerbaijan,-1.044704556
2002,Voice and Accountability,Azerbaijan,-0.981288135
2000,Voice and Accountability,Azerbaijan,-0.90622896
1998,Voice and Accountability,Azerbaijan,-1.022841215
1996,Voice and Accountability,Azerbaijan,-1.121030688
2021,Voice and Accountability,Belgium,1.282708883
2020,Voice and Accountability,Belgium,1.282461047
2019,Voice and Accountability,Belgium,1.310198188
2018,Voice and Accountability,Belgium,1.318985224
2017,Voice and Accountability,Belgium,1.338485479
2016,Voice and Accountability,Belgium,1.37702024
2015,Voice and Accountability,Belgium,1.387459874
2014,Voice and Accountability,Belgium,1.366366982
2013,Voice and Accountability,Belgium,1.373045683
2012,Voice and Accountability,Belgium,1.349421859
2011,Voice and Accountability,Belgium,1.325163245
2010,Voice and Accountability,Belgium,1.360686898
2009,Voice and Accountability,Belgium,1.346692204
2008,Voice and Accountability,Belgium,1.324988484
2007,Voice and Accountability,Belgium,1.36077106
2006,Voice and Accountability,Belgium,1.342394352
2005,Voice and Accountability,Belgium,1.420762181
2004,Voice and Accountability,Belgium,1.440266132
2003,Voice and Accountability,Belgium,1.478290319
2002,Voice and Accountability,Belgium,1.377452493
2000,Voice and Accountability,Belgium,1.366504431
1998,Voice and Accountability,Belgium,1.342847466
1996,Voice and Accountability,Belgium,1.433299541
2021,Voice and Accountability,Bulgaria,0.290902913
2020,Voice and Accountability,Bulgaria,0.261954099
2019,Voice and Accountability,Bulgaria,0.355631977
2018,Voice and Accountability,Bulgaria,0.356660843
2017,Voice and Accountability,Bulgaria,0.429832309
2016,Voice and Accountability,Bulgaria,0.402202278
2015,Voice and Accountability,Bulgaria,0.432587624
2014,Voice and Accountability,Bulgaria,0.366481721
2013,Voice and Accountability,Bulgaria,0.337270796
2012,Voice and Accountability,Bulgaria,0.400915593
2011,Voice and Accountability,Bulgaria,0.450080156
2010,Voice and Accountability,Bulgaria,0.531482577
2009,Voice and Accountability,Bulgaria,0.560471177
2008,Voice and Accountability,Bulgaria,0.577976346
2007,Voice and Accountability,Bulgaria,0.690935314
2006,Voice and Accountability,Bulgaria,0.577117205
2005,Voice and Accountability,Bulgaria,0.59489274
2004,Voice and Accountability,Bulgaria,0.569690168
2003,Voice and Accountability,Bulgaria,0.545891941
2002,Voice and Accountability,Bulgaria,0.528531253
2000,Voice and Accountability,Bulgaria,0.46049878
1998,Voice and Accountability,Bulgaria,0.437017411
1996,Voice and Accountability,Bulgaria,0.428986371
2021,Voice and Accountability,Bosnia and Herzegovina,-0.313323438
2020,Voice and Accountability,Bosnia and Herzegovina,-0.321430176
2019,Voice and Accountability,Bosnia and Herzegovina,-0.243082657
2018,Voice and Accountability,Bosnia and Herzegovina,-0.26597783
2017,Voice and Accountability,Bosnia and Herzegovina,-0.205770269
2016,Voice and Accountability,Bosnia and Herzegovina,-0.131173372
2015,Voice and Accountability,Bosnia and Herzegovina,-0.098089233
2014,Voice and Accountability,Bosnia and Herzegovina,-0.070960574
2013,Voice and Accountability,Bosnia and Herzegovina,-0.116462924
2012,Voice and Accountability,Bosnia and Herzegovina,-0.100325391
2011,Voice and Accountability,Bosnia and Herzegovina,-0.159755006
2010,Voice and Accountability,Bosnia and Herzegovina,-0.082449205
2009,Voice and Accountability,Bosnia and Herzegovina,0.003171806
2008,Voice and Accountability,Bosnia and Herzegovina,0.015152005
2007,Voice and Accountability,Bosnia and Herzegovina,0.131010443
2006,Voice and Accountability,Bosnia and Herzegovina,0.187260136
2005,Voice and Accountability,Bosnia and Herzegovina,0.213584736
2004,Voice and Accountability,Bosnia and Herzegovina,0.168824628
2003,Voice and Accountability,Bosnia and Herzegovina,0.209610522
2002,Voice and Accountability,Bosnia and Herzegovina,-0.087044537
2000,Voice and Accountability,Bosnia and Herzegovina,-0.108343385
1998,Voice and Accountability,Bosnia and Herzegovina,-0.008210574
1996,Voice and Accountability,Bosnia and Herzegovina,-0.103825636
2021,Voice and Accountability,Belarus,-1.583830237
2020,Voice and Accountability,Belarus,-1.454194069
2019,Voice and Accountability,Belarus,-1.407921314
2018,Voice and Accountability,Belarus,-1.366682768
2017,Voice and Accountability,Belarus,-1.355983019
2016,Voice and Accountability,Belarus,-1.339388609
2015,Voice and Accountability,Belarus,-1.465073943
2014,Voice and Accountability,Belarus,-1.442869425
2013,Voice and Accountability,Belarus,-1.544428706
2012,Voice and Accountability,Belarus,-1.567181349
2011,Voice and Accountability,Belarus,-1.660208344
2010,Voice and Accountability,Belarus,-1.555072069
2009,Voice and Accountability,Belarus,-1.547644138
2008,Voice and Accountability,Belarus,-1.593317866
2007,Voice and Accountability,Belarus,-1.704453945
2006,Voice and Accountability,Belarus,-1.753809452
2005,Voice and Accountability,Belarus,-1.766817331
2004,Voice and Accountability,Belarus,-1.597364068
2003,Voice and Accountability,Belarus,-1.458550215
2002,Voice and Accountability,Belarus,-1.451897144
2000,Voice and Accountability,Belarus,-1.312422276
1998,Voice and Accountability,Belarus,-0.772695839
1996,Voice and Accountability,Belarus,-0.819772601
2021,Voice and Accountability,Switzerland,1.554183125
2020,Voice and Accountability,Switzerland,1.539667368
2019,Voice and Accountability,Switzerland,1.496996284
2018,Voice and Accountability,Switzerland,1.579946637
2017,Voice and Accountability,Switzerland,1.556875706
2016,Voice and Accountability,Switzerland,1.531843781
2015,Voice and Accountability,Switzerland,1.558521271
2014,Voice and Accountability,Switzerland,1.559519053
2013,Voice and Accountability,Switzerland,1.628098488
2012,Voice and Accountability,Switzerland,1.640122056
2011,Voice and Accountability,Switzerland,1.584807515
2010,Voice and Accountability,Switzerland,1.584911227
2009,Voice and Accountability,Switzerland,1.55331099
2008,Voice and Accountability,Switzerland,1.516829848
2007,Voice and Accountability,Switzerland,1.503814816
2006,Voice and Accountability,Switzerland,1.518005848
2005,Voice and Accountability,Switzerland,1.586438179
2004,Voice and Accountability,Switzerland,1.692533612
2003,Voice and Accountability,Switzerland,1.453932285
2002,Voice and Accountability,Switzerland,1.42574501
2000,Voice and Accountability,Switzerland,1.413346887
1998,Voice and Accountability,Switzerland,1.412886262
1996,Voice and Accountability,Switzerland,1.424485087
2021,Voice and Accountability,Cyprus,0.865666628
2020,Voice and Accountability,Cyprus,0.906500757
2019,Voice and Accountability,Cyprus,1.048578501
2018,Voice and Accountability,Cyprus,1.005613923
2017,Voice and Accountability,Cyprus,1.056244493
2016,Voice and Accountability,Cyprus,1.046641469
2015,Voice and Accountability,Cyprus,1.031601667
2014,Voice and Accountability,Cyprus,1.019994974
2013,Voice and Accountability,Cyprus,0.980822682
2012,Voice and Accountability,Cyprus,1.022023559
2011,Voice and Accountability,Cyprus,1.053583145
2010,Voice and Accountability,Cyprus,1.023390651
2009,Voice and Accountability,Cyprus,1.068027616
2008,Voice and Accountability,Cyprus,1.084034085
2007,Voice and Accountability,Cyprus,1.066655755
2006,Voice and Accountability,Cyprus,1.052067399
2005,Voice and Accountability,Cyprus,0.955872655
2004,Voice and Accountability,Cyprus,0.950031281
2003,Voice and Accountability,Cyprus,0.994463027
2002,Voice and Accountability,Cyprus,1.117119074
2000,Voice and Accountability,Cyprus,1.057137489
1998,Voice and Accountability,Cyprus,0.983076632
1996,Voice and Accountability,Cyprus,1.035754323
2021,Voice and Accountability,Czechia,1.018793821
2020,Voice and Accountability,Czechia,0.982409596
2019,Voice and Accountability,Czechia,0.835772932
2018,Voice and Accountability,Czechia,0.812706709
2017,Voice and Accountability,Czechia,0.880217075
2016,Voice and Accountability,Czechia,1.025373697
2015,Voice and Accountability,Czechia,1.042778969
2014,Voice and Accountability,Czechia,1.026692152
2013,Voice and Accountability,Czechia,0.984533489
2012,Voice and Accountability,Czechia,0.97037971
2011,Voice and Accountability,Czechia,1.022664309
2010,Voice and Accountability,Czechia,1.014865041
2009,Voice and Accountability,Czechia,1.033044219
2008,Voice and Accountability,Czechia,1.032758713
2007,Voice and Accountability,Czechia,0.995283782
2006,Voice and Accountability,Czechia,0.962292671
2005,Voice and Accountability,Czechia,0.90567255
2004,Voice and Accountability,Czechia,0.954461277
2003,Voice and Accountability,Czechia,1.014175177
2002,Voice and Accountability,Czechia,1.016403556
2000,Voice and Accountability,Czechia,0.762775123
1998,Voice and Accountability,Czechia,0.967962325
1996,Voice and Accountability,Czechia,1.034855723
2021,Voice and Accountability,Germany,1.43199122
2020,Voice and Accountability,Germany,1.377790928
2019,Voice and Accountability,Germany,1.355544448
2018,Voice and Accountability,Germany,1.431246519
2017,Voice and Accountability,Germany,1.432263851
2016,Voice and Accountability,Germany,1.36436975
2015,Voice and Accountability,Germany,1.422017217
2014,Voice and Accountability,Germany,1.436358809
2013,Voice and Accountability,Germany,1.406184077
2012,Voice and Accountability,Germany,1.393738031
2011,Voice and Accountability,Germany,1.349210739
2010,Voice and Accountability,Germany,1.297783256
2009,Voice and Accountability,Germany,1.334960699
2008,Voice and Accountability,Germany,1.336777806
2007,Voice and Accountability,Germany,1.336478472
2006,Voice and Accountability,Germany,1.365230918
2005,Voice and Accountability,Germany,1.485833883
2004,Voice and Accountability,Germany,1.496040106
2003,Voice and Accountability,Germany,1.413554311
2002,Voice and Accountability,Germany,1.414031386
2000,Voice and Accountability,Germany,1.314802051
1998,Voice and Accountability,Germany,1.291888475
1996,Voice and Accountability,Germany,1.32889533
2021,Voice and Accountability,Denmark,1.557895422
2020,Voice and Accountability,Denmark,1.519085526
2019,Voice and Accountability,Denmark,1.545183182
2018,Voice and Accountability,Denmark,1.561579704
2017,Voice and Accountability,Denmark,1.517765045
2016,Voice and Accountability,Denmark,1.541412592
2015,Voice and Accountability,Denmark,1.552847028
2014,Voice and Accountability,Denmark,1.524606586
2013,Voice and Accountability,Denmark,1.666270614
2012,Voice and Accountability,Denmark,1.674114227
2011,Voice and Accountability,Denmark,1.551707029
2010,Voice and Accountability,Denmark,1.541956902
2009,Voice and Accountability,Denmark,1.538259983
2008,Voice and Accountability,Denmark,1.538305998
2007,Voice and Accountability,Denmark,1.477704406
2006,Voice and Accountability,Denmark,1.5716362
2005,Voice and Accountability,Denmark,1.739608884
2004,Voice and Accountability,Denmark,1.800991774
2003,Voice and Accountability,Denmark,1.601452231
2002,Voice and Accountability,Denmark,1.532867908
2000,Voice and Accountability,Denmark,1.535965323
1998,Voice and Accountability,Denmark,1.467340946
1996,Voice and Accountability,Denmark,1.538971782
2021,Voice and Accountability,Spain,1.010028005
2020,Voice and Accountability,Spain,1.007955313
2019,Voice and Accountability,Spain,1.037727356
2018,Voice and Accountability,Spain,1.019284368
2017,Voice and Accountability,Spain,1.021476746
2016,Voice and Accountability,Spain,1.041620493
2015,Voice and Accountability,Spain,1.044849038
2014,Voice and Accountability,Spain,0.993750036
2013,Voice and Accountability,Spain,0.988870561
2012,Voice and Accountability,Spain,1.064178824
2011,Voice and Accountability,Spain,1.085865974
2010,Voice and Accountability,Spain,1.122542858
2009,Voice and Accountability,Spain,1.176986217
2008,Voice and Accountability,Spain,1.185325623
2007,Voice and Accountability,Spain,1.123086691
2006,Voice and Accountability,Spain,1.07872498
2005,Voice and Accountability,Spain,1.1314044
2004,Voice and Accountability,Spain,1.323611856
2003,Voice and Accountability,Spain,1.27055943
2002,Voice and Accountability,Spain,1.27498734
2000,Voice and Accountability,Spain,1.277019858
1998,Voice and Accountability,Spain,1.299594522
1996,Voice and Accountability,Spain,1.319526911
2021,Voice and Accountability,Estonia,1.190773726
2020,Voice and Accountability,Estonia,1.171357155
2019,Voice and Accountability,Estonia,1.181058049
2018,Voice and Accountability,Estonia,1.179290175
2017,Voice and Accountability,Estonia,1.214444876
2016,Voice and Accountability,Estonia,1.208045721
2015,Voice and Accountability,Estonia,1.186882734
2014,Voice and Accountability,Estonia,1.170336008
2013,Voice and Accountability,Estonia,1.116848588
2012,Voice and Accountability,Estonia,1.111924648
2011,Voice and Accountability,Estonia,1.133725882
2010,Voice and Accountability,Estonia,1.105651736
2009,Voice and Accountability,Estonia,1.08552134
2008,Voice and Accountability,Estonia,1.09165287
2007,Voice and Accountability,Estonia,1.073010921
2006,Voice and Accountability,Estonia,1.068221688
2005,Voice and Accountability,Estonia,0.992168546
2004,Voice and Accountability,Estonia,1.093419075
2003,Voice and Accountability,Estonia,1.07057941
2002,Voice and Accountability,Estonia,1.072951317
2000,Voice and Accountability,Estonia,0.98800236
1998,Voice and Accountability,Estonia,1.03417027
1996,Voice and Accountability,Estonia,0.926167071
2021,Voice and Accountability,Finland,1.622748494
2020,Voice and Accountability,Finland,1.614037514
2019,Voice and Accountability,Finland,1.564850807
2018,Voice and Accountability,Finland,1.576915145
2017,Voice and Accountability,Finland,1.55935812
2016,Voice and Accountability,Finland,1.531785488
2015,Voice and Accountability,Finland,1.543606997
2014,Voice and Accountability,Finland,1.54194665
2013,Voice and Accountability,Finland,1.573705554
2012,Voice and Accountability,Finland,1.60069716
2011,Voice and Accountability,Finland,1.507551432
2010,Voice and Accountability,Finland,1.486712694
2009,Voice and Accountability,Finland,1.465267062
2008,Voice and Accountability,Finland,1.463081241
2007,Voice and Accountability,Finland,1.460226774
2006,Voice and Accountability,Finland,1.494072199
2005,Voice and Accountability,Finland,1.687096953
2004,Voice and Accountability,Finland,1.783608437
2003,Voice and Accountability,Finland,1.572457075
2002,Voice and Accountability,Finland,1.552903652
2000,Voice and Accountability,Finland,1.593033314
1998,Voice and Accountability,Finland,1.467298269
1996,Voice and Accountability,Finland,1.51769793
2021,Voice and Accountability,France,1.115086079
2020,Voice and Accountability,France,1.069294691
2019,Voice and Accountability,France,1.116400361
2018,Voice and Accountability,France,1.146502018
2017,Voice and Accountability,France,1.152421713
2016,Voice and Accountability,France,1.136472464
2015,Voice and Accountability,France,1.206659317
2014,Voice and Accountability,France,1.218186021
2013,Voice and Accountability,France,1.219246626
2012,Voice and Accountability,France,1.238105774
2011,Voice and Accountability,France,1.170668364
2010,Voice and Accountability,France,1.202856541
2009,Voice and Accountability,France,1.244535089
2008,Voice and Accountability,France,1.304794312
2007,Voice and Accountability,France,1.259766817
2006,Voice and Accountability,France,1.298722863
2005,Voice and Accountability,France,1.476771235
2004,Voice and Accountability,France,1.45645833
2003,Voice and Accountability,France,1.122662783
2002,Voice and Accountability,France,1.154342294
2000,Voice and Accountability,France,1.182986617
1998,Voice and Accountability,France,1.171781659
1996,Voice and Accountability,France,1.311158419
2021,Voice and Accountability,Georgia,0.015318269
2020,Voice and Accountability,Georgia,0.057574667
2019,Voice and Accountability,Georgia,0.168719828
2018,Voice and Accountability,Georgia,0.220887318
2017,Voice and Accountability,Georgia,0.264816642
2016,Voice and Accountability,Georgia,0.295233637
2015,Voice and Accountability,Georgia,0.274601668
2014,Voice and Accountability,Georgia,0.284683943
2013,Voice and Accountability,Georgia,0.138814524
2012,Voice and Accountability,Georgia,0.021580776
2011,Voice and Accountability,Georgia,-0.172698855
2010,Voice and Accountability,Georgia,-0.160913214
2009,Voice and Accountability,Georgia,-0.188876048
2008,Voice and Accountability,Georgia,-0.256853849
2007,Voice and Accountability,Georgia,-0.230410188
2006,Voice and Accountability,Georgia,-0.092710026
2005,Voice and Accountability,Georgia,-0.090371124
2004,Voice and Accountability,Georgia,-0.078266896
2003,Voice and Accountability,Georgia,-0.177865669
2002,Voice and Accountability,Georgia,-0.505115449
2000,Voice and Accountability,Georgia,-0.283675939
1998,Voice and Accountability,Georgia,-0.385090172
1996,Voice and Accountability,Georgia,-0.33175081
2021,Voice and Accountability,Greece,0.955428958
2020,Voice and Accountability,Greece,0.966737986
2019,Voice and Accountability,Greece,0.812374592
2018,Voice and Accountability,Greece,0.732300758
2017,Voice and Accountability,Greece,0.658500254
2016,Voice and Accountability,Greece,0.668565869
2015,Voice and Accountability,Greece,0.651559412
2014,Voice and Accountability,Greece,0.618778229
2013,Voice and Accountability,Greece,0.687237501
2012,Voice and Accountability,Greece,0.700790524
2011,Voice and Accountability,Greece,0.820455015
2010,Voice and Accountability,Greece,0.897718012
2009,Voice and Accountability,Greece,0.891443253
2008,Voice and Accountability,Greece,0.92821151
2007,Voice and Accountability,Greece,0.983873904
2006,Voice and Accountability,Greece,0.965482771
2005,Voice and Accountability,Greece,1.097569346
2004,Voice and Accountability,Greece,1.191414952
2003,Voice and Accountability,Greece,1.156673908
2002,Voice and Accountability,Greece,1.04801929
2000,Voice and Accountability,Greece,1.013062
1998,Voice and Accountability,Greece,1.103217363
1996,Voice and Accountability,Greece,1.003164291
2021,Voice and Accountability,Croatia,0.609841645
2020,Voice and Accountability,Croatia,0.582528949
2019,Voice and Accountability,Croatia,0.455303043
2018,Voice and Accountability,Croatia,0.437570363
2017,Voice and Accountability,Croatia,0.479180753
2016,Voice and Accountability,Croatia,0.525383711
2015,Voice and Accountability,Croatia,0.555522323
2014,Voice and Accountability,Croatia,0.514960289
2013,Voice and Accountability,Croatia,0.513741314
2012,Voice and Accountability,Croatia,0.540830553
2011,Voice and Accountability,Croatia,0.521082401
2010,Voice and Accountability,Croatia,0.47642836
2009,Voice and Accountability,Croatia,0.486277699
2008,Voice and Accountability,Croatia,0.467806965
2007,Voice and Accountability,Croatia,0.517976046
2006,Voice and Accountability,Croatia,0.481493741
2005,Voice and Accountability,Croatia,0.452612311
2004,Voice and Accountability,Croatia,0.658320606
2003,Voice and Accountability,Croatia,0.623684108
2002,Voice and Accountability,Croatia,0.556711018
2000,Voice and Accountability,Croatia,0.510653853
1998,Voice and Accountability,Croatia,-0.292461693
1996,Voice and Accountability,Croatia,-0.161426276
2021,Voice and Accountability,Hungary,0.404060245
2020,Voice and Accountability,Hungary,0.391828597
2019,Voice and Accountability,Hungary,0.343969166
2018,Voice and Accountability,Hungary,0.47842437
2017,Voice and Accountability,Hungary,0.536953449
2016,Voice and Accountability,Hungary,0.402053922
2015,Voice and Accountability,Hungary,0.559989512
2014,Voice and Accountability,Hungary,0.553286672
2013,Voice and Accountability,Hungary,0.737192869
2012,Voice and Accountability,Hungary,0.749367654
2011,Voice and Accountability,Hungary,0.836973131
2010,Voice and Accountability,Hungary,0.89423722
2009,Voice and Accountability,Hungary,0.909724355
2008,Voice and Accountability,Hungary,0.965708435
2007,Voice and Accountability,Hungary,1.041055679
2006,Voice and Accountability,Hungary,1.015040755
2005,Voice and Accountability,Hungary,1.175189376
2004,Voice and Accountability,Hungary,1.149414063
2003,Voice and Accountability,Hungary,1.167382121
2002,Voice and Accountability,Hungary,1.15602231
2000,Voice and Accountability,Hungary,1.135266662
1998,Voice and Accountability,Hungary,1.070460796
1996,Voice and Accountability,Hungary,1.015237093
2021,Voice and Accountability,Ireland,1.430213213
2020,Voice and Accountability,Ireland,1.39371562
2019,Voice and Accountability,Ireland,1.305044413
2018,Voice and Accountability,Ireland,1.284337997
2017,Voice and Accountability,Ireland,1.294560075
2016,Voice and Accountability,Ireland,1.291035175
2015,Voice and Accountability,Ireland,1.334692955
2014,Voice and Accountability,Ireland,1.317528605
2013,Voice and Accountability,Ireland,1.311735153
2012,Voice and Accountability,Ireland,1.322521329
2011,Voice and Accountability,Ireland,1.305360556
2010,Voice and Accountability,Ireland,1.324431658
2009,Voice and Accountability,Ireland,1.353573442
2008,Voice and Accountability,Ireland,1.422590494
2007,Voice and Accountability,Ireland,1.397141814
2006,Voice and Accountability,Ireland,1.39654088
2005,Voice and Accountability,Ireland,1.623854518
2004,Voice and Accountability,Ireland,1.477552295
2003,Voice and Accountability,Ireland,1.276466012
2002,Voice and Accountability,Ireland,1.270815134
2000,Voice and Accountability,Ireland,1.408248782
1998,Voice and Accountability,Ireland,1.355704904
1996,Voice and Accountability,Ireland,1.382436991
2021,Voice and Accountability,Iceland,1.374599338
2020,Voice and Accountability,Iceland,1.385486007
2019,Voice and Accountability,Iceland,1.30392909
2018,Voice and Accountability,Iceland,1.377619147
2017,Voice and Accountability,Iceland,1.379182339
2016,Voice and Accountability,Iceland,1.356110215
2015,Voice and Accountability,Iceland,1.376521587
2014,Voice and Accountability,Iceland,1.357352972
2013,Voice and Accountability,Iceland,1.439568877
2012,Voice and Accountability,Iceland,1.442950368
2011,Voice and Accountability,Iceland,1.410729647
2010,Voice and Accountability,Iceland,1.445752382
2009,Voice and Accountability,Iceland,1.415214062
2008,Voice and Accountability,Iceland,1.425650001
2007,Voice and Accountability,Iceland,1.431000233
2006,Voice and Accountability,Iceland,1.445336819
2005,Voice and Accountability,Iceland,1.568608046
2004,Voice and Accountability,Iceland,1.628327966
2003,Voice and Accountability,Iceland,1.555669427
2002,Voice and Accountability,Iceland,1.472992182
2000,Voice and Accountability,Iceland,1.492715597
1998,Voice and Accountability,Iceland,1.429102898
1996,Voice and Accountability,Iceland,1.462388992
2021,Voice and Accountability,Italy,1.095203519
2020,Voice and Accountability,Italy,1.058296442
2019,Voice and Accountability,Italy,0.906614542
2018,Voice and Accountability,Italy,0.953385234
2017,Voice and Accountability,Italy,0.990611255
2016,Voice and Accountability,Italy,1.03497839
2015,Voice and Accountability,Italy,1.03478992
2014,Voice and Accountability,Italy,0.999287128
2013,Voice and Accountability,Italy,0.954217374
2012,Voice and Accountability,Italy,0.916809261
2011,Voice and Accountability,Italy,0.911823928
2010,Voice and Accountability,Italy,0.962826371
2009,Voice and Accountability,Italy,1.034216046
2008,Voice and Accountability,Italy,1.032023787
2007,Voice and Accountability,Italy,1.111907482
2006,Voice and Accountability,Italy,1.064523578
2005,Voice and Accountability,Italy,1.057029247
2004,Voice and Accountability,Italy,1.177167773
2003,Voice and Accountability,Italy,0.985716999
2002,Voice and Accountability,Italy,1.038653016
2000,Voice and Accountability,Italy,1.040719151
1998,Voice and Accountability,Italy,1.0639745
1996,Voice and Accountability,Italy,1.129290819
2021,Voice and Accountability,Kazakhstan,-1.135544419
2020,Voice and Accountability,Kazakhstan,-1.183572769
2019,Voice and Accountability,Kazakhstan,-1.230172396
2018,Voice and Accountability,Kazakhstan,-1.211338758
2017,Voice and Accountability,Kazakhstan,-1.247144818
