Year,SeriesCode,Страна ,Age,Location,Sex,Value
2010,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.7
2011,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.7
2012,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.7
2013,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.7
2014,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.6
2015,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.6
2016,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.5
2017,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.5
2018,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.5
2019,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.4
2020,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.4
2021,SH_DYN_NMRT,Canada,<1M,,BOTHSEX,3.4
2000,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.7
2001,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.4
2002,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2003,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2004,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.4
2005,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.4
2006,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.5
2007,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.4
2008,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2009,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2010,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2011,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2012,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2013,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.3
2014,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.2
2015,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.1
2016,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.1
2017,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,5.0
2018,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,4.8
2019,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,4.7
2020,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,4.5
2021,SH_DYN_NMRT,Chile,<1M,,BOTHSEX,4.3
2000,SH_DYN_NMRT,China,<1M,,BOTHSEX,21.3
2001,SH_DYN_NMRT,China,<1M,,BOTHSEX,19.9
2002,SH_DYN_NMRT,China,<1M,,BOTHSEX,18.4
2003,SH_DYN_NMRT,China,<1M,,BOTHSEX,16.9
2004,SH_DYN_NMRT,China,<1M,,BOTHSEX,15.4
2005,SH_DYN_NMRT,China,<1M,,BOTHSEX,13.9
2006,SH_DYN_NMRT,China,<1M,,BOTHSEX,12.5
2007,SH_DYN_NMRT,China,<1M,,BOTHSEX,11.3
2008,SH_DYN_NMRT,China,<1M,,BOTHSEX,10.2
2009,SH_DYN_NMRT,China,<1M,,BOTHSEX,9.2
2010,SH_DYN_NMRT,China,<1M,,BOTHSEX,8.4
2011,SH_DYN_NMRT,China,<1M,,BOTHSEX,7.6
2012,SH_DYN_NMRT,China,<1M,,BOTHSEX,7.0
2013,SH_DYN_NMRT,China,<1M,,BOTHSEX,6.4
2014,SH_DYN_NMRT,China,<1M,,BOTHSEX,5.8
2015,SH_DYN_NMRT,China,<1M,,BOTHSEX,5.3
2016,SH_DYN_NMRT,China,<1M,,BOTHSEX,4.9
2017,SH_DYN_NMRT,China,<1M,,BOTHSEX,4.4
2018,SH_DYN_NMRT,China,<1M,,BOTHSEX,4.1
2019,SH_DYN_NMRT,China,<1M,,BOTHSEX,3.7
2020,SH_DYN_NMRT,China,<1M,,BOTHSEX,3.4
2021,SH_DYN_NMRT,China,<1M,,BOTHSEX,3.2
2000,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,13.5
2001,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,13.1
2002,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,12.7
2005,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,13.8
2006,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,13.3
2007,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,13.1
2008,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,12.9
2009,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,12.8
2010,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,12.7
2011,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,12.6
2012,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,12.4
2013,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,12.2
2014,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,12.0
2015,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,11.8
2016,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,11.6
2017,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,11.4
2018,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,11.2
2019,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,11.0
2020,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,10.8
2021,SH_DYN_NMRT,Republic of Moldova,<1M,,BOTHSEX,10.5
2000,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,8.5
2001,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,8.4
2002,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,8.2
2003,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,7.9
2004,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,7.5
2005,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,7.0
2006,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,6.4
2007,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,5.9
2008,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,5.4
2009,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,5.0
2010,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,4.5
2011,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,4.0
2012,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,3.5
2013,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,3.1
2014,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,2.6
2015,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,2.3
2016,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,1.9
2017,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,1.6
2018,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,1.4
2019,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,1.2
2020,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,1.1
2021,SH_DYN_NMRT,Montenegro,<1M,,BOTHSEX,1.0
2000,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.8
2001,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.8
2002,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.7
2003,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.6
2004,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.5
2005,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.4
2006,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.3
2007,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.2
2008,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,3.0
2009,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.9
2010,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.8
2003,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,12.4
2004,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,12.0
2005,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,11.7
2006,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,11.4
2007,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,11.0
2008,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,10.7
2009,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,10.4
2010,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,10.0
2011,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,9.7
2012,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,9.4
2013,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,9.1
2014,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,8.8
2015,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,8.5
2016,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,8.2
2017,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,8.0
2018,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,7.7
2019,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,7.5
2020,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,7.2
2021,SH_DYN_NMRT,Colombia,<1M,,BOTHSEX,7.0
2000,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,7.7
2001,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,7.5
2002,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,7.3
2003,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,7.2
2004,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,7.1
2005,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,7.1
2006,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,7.0
2007,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.9
2008,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.8
2009,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.7
2010,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.6
2011,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.5
2012,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.5
2013,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.4
2014,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.3
2015,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.3
2016,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.2
2017,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.1
2018,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,6.0
2019,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,5.8
2020,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,5.6
2021,SH_DYN_NMRT,Costa Rica,<1M,,BOTHSEX,5.4
2000,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,5.6
2001,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,5.3
2002,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,5.0
2003,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,4.7
2004,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,4.5
2005,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,4.2
2006,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,4.0
2007,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.9
2008,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.8
2009,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.7
2010,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.6
2011,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.4
2012,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.3
2013,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.2
2014,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.2
2015,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.1
2016,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.0
2017,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,3.0
2018,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,2.9
2019,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,2.9
2020,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,2.9
2021,SH_DYN_NMRT,Croatia,<1M,,BOTHSEX,2.8
2000,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,3.7
2001,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,3.5
2002,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,3.2
2003,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,3.0
2004,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,2.8
2005,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,2.6
2006,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,2.5
2007,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,2.3
2008,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,2.2
2009,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,2.1
2010,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,2.0
2011,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.9
2012,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.8
2013,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.7
2014,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.7
2015,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.6
2016,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.6
2017,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.6
2018,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.6
2019,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.6
2020,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.6
2021,SH_DYN_NMRT,Cyprus,<1M,,BOTHSEX,1.6
2000,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.7
2001,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.6
2002,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.4
2003,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.4
2004,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.3
2005,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.2
2006,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.1
2007,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,2.0
2008,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.9
2009,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.8
2010,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.7
2011,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2012,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2013,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2014,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2015,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2016,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2017,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2018,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2019,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.6
2020,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.5
2021,SH_DYN_NMRT,Czechia,<1M,,BOTHSEX,1.4
2000,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.5
2001,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.3
2002,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.2
2003,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.2
2004,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.1
2005,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.1
2006,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.0
2007,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.9
2008,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.8
2009,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.8
2010,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.9
2011,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.9
2012,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.0
2013,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.0
2014,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.1
2015,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,3.0
2016,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.9
2017,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.8
2018,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.7
2019,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.6
2020,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.5
2021,SH_DYN_NMRT,Denmark,<1M,,BOTHSEX,2.5
2000,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,5.3
2001,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,4.8
2002,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,4.4
2003,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,4.0
2004,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,3.7
2005,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,3.4
2006,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,3.1
2007,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,2.8
2008,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,2.5
2009,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,2.3
2010,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,2.1
2011,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.9
2012,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.8
2013,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.6
2014,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.5
2015,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.4
2016,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.3
2017,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.2
2018,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.1
2019,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,1.0
2020,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,0.9
2021,SH_DYN_NMRT,Estonia,<1M,,BOTHSEX,0.9
2000,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,2.5
2001,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,2.4
2002,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,2.3
2003,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,2.2
2004,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,2.1
2005,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,2.1
2006,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,2.0
2007,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.9
2008,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.8
2009,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.8
2010,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.7
2011,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.7
2012,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.7
2013,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.7
2014,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.7
2015,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.6
2016,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.6
2017,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.6
2018,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.6
2019,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.6
2020,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.7
2021,SH_DYN_NMRT,Netherlands (Kingdom of the),<1M,,BOTHSEX,2.7
2000,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.5
2001,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.5
2002,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.5
2003,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.4
2004,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.3
2005,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.1
2006,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.0
2007,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,2.9
2008,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,2.9
2009,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.1
2010,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.2
2011,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.3
2012,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.3
2013,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.3
2014,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.2
2015,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.1
2016,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,3.0
2017,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,2.8
2018,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,2.7
2019,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,2.7
2020,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,2.6
2021,SH_DYN_NMRT,New Zealand,<1M,,BOTHSEX,2.5
2000,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.7
2001,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.6
2002,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.5
2003,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.4
2004,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.4
2005,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.3
2006,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.2
2007,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.1
2008,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.0
2009,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,2.0
2010,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.9
2011,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.8
2012,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.8
2013,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.7
2014,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.7
2015,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.6
2016,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.6
2017,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.5
2018,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.4
2011,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.6
2012,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.5
2013,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.4
2014,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.4
2015,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.4
2016,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.4
2017,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.4
2018,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.4
2019,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.3
2020,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.3
2021,SH_DYN_NMRT,Finland,<1M,,BOTHSEX,1.3
2000,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.8
2001,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.7
2002,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.7
2003,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.6
2004,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.5
2005,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.4
2006,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.4
2007,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.4
2008,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.4
