Year,SeriesCode,Страна ,Age,Location,Sex,Value
2009,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.4
2010,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.3
2011,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.3
2012,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.3
2013,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.3
2014,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.4
2015,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.4
2016,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.5
2017,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.6
2018,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.6
2019,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.6
2020,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.6
2021,SH_DYN_NMRT,France,<1M,,BOTHSEX,2.5
2000,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,22.9
2001,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,21.8
2002,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,20.4
2003,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,19.0
2004,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,17.4
2005,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,16.0
2006,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,14.5
2007,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,13.2
2008,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,12.0
2009,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,11.0
2010,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,10.1
2011,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,9.3
2012,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,8.6
2013,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,7.9
2014,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,7.3
2015,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,6.7
2016,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,6.2
2017,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,5.8
2018,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,5.6
2019,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,5.4
2020,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,5.4
2021,SH_DYN_NMRT,Georgia,<1M,,BOTHSEX,5.4
2000,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.8
2001,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.7
2002,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.7
2003,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.7
2004,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.6
2005,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.6
2006,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.6
2007,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.5
2008,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.4
2009,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.4
2010,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2011,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2012,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2013,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2014,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2015,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2016,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2017,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2018,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2019,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.3
2020,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.2
2021,SH_DYN_NMRT,Germany,<1M,,BOTHSEX,2.2
2000,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,3.9
2001,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,3.6
2002,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,3.3
2003,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,3.0
2004,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.7
2005,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.5
2006,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.4
2007,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.2
2008,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.1
2009,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.1
2010,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.1
2011,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.2
2012,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.3
2013,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.5
2014,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.6
2015,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.6
2016,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.6
2017,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.6
2018,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.5
2019,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.4
2020,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.3
2021,SH_DYN_NMRT,Greece,<1M,,BOTHSEX,2.2
2000,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,5.8
2001,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,5.5
2002,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,5.1
2003,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,4.8
2004,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,4.4
2005,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,4.1
2006,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.9
2007,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.8
2008,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.6
2009,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.5
2010,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.4
2019,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.4
2020,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.3
2021,SH_DYN_NMRT,Norway,<1M,,BOTHSEX,1.3
2000,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,5.8
2001,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,5.4
2002,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,5.2
2003,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,5.0
2004,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,4.8
2005,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,4.6
2006,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,4.4
2007,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,4.2
2008,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,4.0
2009,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,3.8
2010,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,3.6
2011,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,3.4
2012,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,3.2
2013,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,3.1
2014,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,3.0
2015,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,2.9
2016,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,2.9
2017,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,2.8
2018,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,2.8
2019,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,2.7
2020,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,2.7
2021,SH_DYN_NMRT,Poland,<1M,,BOTHSEX,2.8
2000,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,3.4
2001,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,3.2
2002,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,3.0
2003,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.8
2004,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.6
2005,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.3
2006,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.2
2007,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2008,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2009,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2010,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2011,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2012,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2013,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2014,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2015,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2016,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.1
2017,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.0
2018,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,2.0
2019,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,1.9
2020,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,1.8
2021,SH_DYN_NMRT,Portugal,<1M,,BOTHSEX,1.7
2000,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,10.5
2001,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,10.0
2002,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,9.7
2003,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,9.5
2004,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,9.1
2005,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,8.5
2006,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,7.7
2007,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,6.9
2008,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,6.2
2009,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,5.8
2010,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,5.4
2011,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,5.3
2012,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,5.1
2013,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,4.9
2014,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,4.7
2015,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,4.3
2016,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,3.9
2017,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,3.6
2018,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,3.4
2019,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,3.3
2020,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,3.2
2021,SH_DYN_NMRT,Romania,<1M,,BOTHSEX,3.2
2000,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,7.7
2001,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,7.4
2002,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,7.0
2003,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,6.5
2004,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,6.0
2005,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,5.6
2006,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,5.3
2007,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,5.1
2008,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.9
2009,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.9
2010,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.8
2011,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.6
2012,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.5
2013,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.4
2014,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.2
2015,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,4.0
2016,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,3.8
2017,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,3.7
2011,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.3
2012,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.2
2013,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,3.0
2014,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.9
2015,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.7
2016,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.5
2017,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.4
2018,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.3
2019,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.2
2020,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.1
2021,SH_DYN_NMRT,Hungary,<1M,,BOTHSEX,2.1
2018,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,3.7
2019,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,3.6
2020,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,3.6
2021,SH_DYN_NMRT,Serbia,<1M,,BOTHSEX,3.6
2000,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,5.0
2001,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,4.8
2002,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,4.6
2003,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,4.3
2004,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,4.0
2005,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.8
2006,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.6
2000,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,2.1
2001,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,2.0
2002,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.9
2003,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.8
2004,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.7
2005,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.6
2006,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.5
2007,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.5
2008,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2009,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2010,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.3
2011,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.3
2012,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.3
2013,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.3
2014,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.3
2015,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.3
2016,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2017,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2018,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2019,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2020,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2021,SH_DYN_NMRT,Iceland,<1M,,BOTHSEX,1.4
2000,SH_DYN_NMRT,India,<1M,,BOTHSEX,44.7
2001,SH_DYN_NMRT,India,<1M,,BOTHSEX,43.3
2002,SH_DYN_NMRT,India,<1M,,BOTHSEX,41.8
2003,SH_DYN_NMRT,India,<1M,,BOTHSEX,40.4
2004,SH_DYN_NMRT,India,<1M,,BOTHSEX,39.0
2005,SH_DYN_NMRT,India,<1M,,BOTHSEX,37.7
2006,SH_DYN_NMRT,India,<1M,,BOTHSEX,36.5
2007,SH_DYN_NMRT,India,<1M,,BOTHSEX,35.4
2008,SH_DYN_NMRT,India,<1M,,BOTHSEX,34.2
2009,SH_DYN_NMRT,India,<1M,,BOTHSEX,33.0
2010,SH_DYN_NMRT,India,<1M,,BOTHSEX,31.8
2011,SH_DYN_NMRT,India,<1M,,BOTHSEX,30.6
2012,SH_DYN_NMRT,India,<1M,,BOTHSEX,29.4
2013,SH_DYN_NMRT,India,<1M,,BOTHSEX,28.2
2014,SH_DYN_NMRT,India,<1M,,BOTHSEX,27.1
2015,SH_DYN_NMRT,India,<1M,,BOTHSEX,26.0
2016,SH_DYN_NMRT,India,<1M,,BOTHSEX,24.9
2017,SH_DYN_NMRT,India,<1M,,BOTHSEX,23.8
2018,SH_DYN_NMRT,India,<1M,,BOTHSEX,22.7
2019,SH_DYN_NMRT,India,<1M,,BOTHSEX,21.4
2020,SH_DYN_NMRT,India,<1M,,BOTHSEX,20.2
2021,SH_DYN_NMRT,India,<1M,,BOTHSEX,19.1
2000,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,4.0
2001,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,3.9
2002,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,3.7
2003,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,3.5
2004,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,3.3
2005,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,3.0
2006,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.8
2007,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.6
2008,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.5
2009,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.5
2010,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.5
2007,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.5
2008,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.4
2009,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.4
2010,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.3
2011,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.3
2012,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.3
2013,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.2
2014,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.1
2015,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.1
2016,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.0
2017,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,3.0
2018,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,2.9
2019,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,2.9
2020,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,2.9
2021,SH_DYN_NMRT,Slovakia,<1M,,BOTHSEX,2.8
2000,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,15.1
2001,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,14.4
2002,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,13.8
2003,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,13.3
2004,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,12.9
2005,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,12.6
2006,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,12.3
2007,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,12.1
2008,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,12.0
2009,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.8
2010,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.7
2011,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.7
2012,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.5
2013,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.4
2014,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.3
2015,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.2
2016,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.1
2017,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,11.0
2018,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,10.9
2019,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,10.8
2020,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,10.7
2021,SH_DYN_NMRT,Viet Nam,<1M,,BOTHSEX,10.5
2000,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,3.2
2001,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,3.1
2002,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,2.9
2003,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,2.8
2004,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,2.6
2005,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,2.5
2006,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,2.3
2007,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,2.2
2008,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,2.1
2009,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,1.9
2010,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,1.9
2011,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,1.8
2012,SH_DYN_NMRT,Slovenia,<1M,,BOTHSEX,1.7
2011,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.5
2012,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.5
2013,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.5
2014,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.5
2015,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.4
2016,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.3
2017,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.3
2018,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.2
2019,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.2
2020,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.1
2021,SH_DYN_NMRT,Ireland,<1M,,BOTHSEX,2.1
2000,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,3.6
2001,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,3.5
2002,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,3.3
2003,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,3.1
2004,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.9
2005,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.7
2006,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.6
2007,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.5
2008,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.4
2009,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.4
2010,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.4
2011,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.3
2012,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.3
2013,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.2
2014,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.2
2015,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.1
2016,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.0
2017,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,2.0
2018,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,1.9
2019,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,1.9
2020,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,1.8
2021,SH_DYN_NMRT,Israel,<1M,,BOTHSEX,1.7
2000,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,3.5
2001,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,3.3
2002,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,3.1
2003,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.9
2004,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.8
2005,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.7
2006,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.6
2007,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.5
2008,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.5
2009,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.4
2010,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.4
2011,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.4
2012,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.3
2013,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.2
2014,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.2
2015,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.1
2016,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.1
2017,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,2.0
2018,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,1.9
2019,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,1.7
2020,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,1.6
2021,SH_DYN_NMRT,Italy,<1M,,BOTHSEX,1.5
2000,SH_DYN_NMRT,Japan,<1M,,BOTHSEX,1.8
2001,SH_DYN_NMRT,Japan,<1M,,BOTHSEX,1.7
2002,SH_DYN_NMRT,Japan,<1M,,BOTHSEX,1.7
2003,SH_DYN_NMRT,Japan,<1M,,BOTHSEX,1.6
