Year,SeriesCode,Страна ,Cities,Value
2010,EN_LND_CNSPOP,Bulgaria,BG_MONTANA,-0.105
2010,EN_LND_CNSPOP,Bulgaria,BG_SOFIJA,1.0694
2010,EN_LND_CNSPOP,Bulgaria,BG_PLEVEN,-0.1166
2010,EN_LND_CNSPOP,Bulgaria,BG_PLOVDIV,-1.5096
2010,EN_LND_CNSPOP,Bulgaria,BG_RUSE,-0.0321
2010,EN_LND_CNSPOP,Bulgaria,BG_DOBRIC,-0.3075
2010,EN_LND_CNSPOP,Bulgaria,BG_BURGAS,-0.3717
2020,EN_LND_CNSPOP,Bulgaria,BG_PLOVDIV,-4.6876
2020,EN_LND_CNSPOP,Bulgaria,BG_SOFIJA,-2.435
2020,EN_LND_CNSPOP,Bulgaria,BG_DOBRIC,-0.191
2020,EN_LND_CNSPOP,Bulgaria,BG_BURGAS,-0.043
2020,EN_LND_CNSPOP,Bulgaria,BG_MONTANA,-0.0811
2020,EN_LND_CNSPOP,Bulgaria,BG_PLEVEN,-0.1032
2020,EN_LND_CNSPOP,Bulgaria,BG_RUSE,-0.0086
2010,EN_LND_CNSPOP,Belarus,BY_MINSK,2.689
2010,EN_LND_CNSPOP,Belarus,BY_BABRUJSK,-0.9834
2010,EN_LND_CNSPOP,Belarus,BY_MAZYR,-1.0004
2010,EN_LND_CNSPOP,Belarus,BY_GOMEL,4.6263
2010,EN_LND_CNSPOP,Belarus,BY_BREST,3.1142
2010,EN_LND_CNSPOP,Belarus,BY_HRODNA,4.4369
2020,EN_LND_CNSPOP,Belarus,BY_GOMEL,0.3958
2020,EN_LND_CNSPOP,Belarus,BY_HRODNA,0.9452
2020,EN_LND_CNSPOP,Belarus,BY_MAZYR,-1.7397
2020,EN_LND_CNSPOP,Belarus,BY_BREST,1.4616
2010,EN_LND_CNSPOP,New Zealand,NZ_DUNEDIN,5.5368
2010,EN_LND_CNSPOP,New Zealand,NZ_AUCKLAND,0.3578
2010,EN_LND_CNSPOP,New Zealand,NZ_WELLINGTON,1.1787
2010,EN_LND_CNSPOP,New Zealand,NZ_NAPIER,1.1259
2010,EN_LND_CNSPOP,Albania,AL_TIRANE,0.9898
2020,EN_LND_CNSPOP,Albania,AL_TIRANE,0.2479
2010,EN_LND_CNSPOP,Azerbaijan,AZ_BAKU,2.7434
2020,EN_LND_CNSPOP,Azerbaijan,AZ_BAKU,1.8107
2010,EN_LND_CNSPOP,Australia,AU_BRISBANE,0.5342
2010,EN_LND_CNSPOP,Australia,AU_CAIRNS,1.6375
2010,EN_LND_CNSPOP,Australia,AU_DARWIN,2.9981
2010,EN_LND_CNSPOP,Australia,AU_GEELONG,1.4382
2010,EN_LND_CNSPOP,Australia,AU_GOLD_COAST,0.1441
2010,EN_LND_CNSPOP,Australia,AU_NEWCASTLE,0.3839
2010,EN_LND_CNSPOP,Australia,AU_CESSNOCK,2.2631
2010,EN_LND_CNSPOP,Australia,AU_LAUNCESTON,0.609
2010,EN_LND_CNSPOP,Australia,AU_ADELAIDE,0.4755
2010,EN_LND_CNSPOP,Australia,AU_WOLLONGONG,1.7922
2010,EN_LND_CNSPOP,Australia,AU_CENTRAL_COAST,0.7313
2010,EN_LND_CNSPOP,Australia,AU_CANBERRA,0.6303
2010,EN_LND_CNSPOP,Australia,AU_PERTH,0.2807
2010,EN_LND_CNSPOP,Australia,AU_SHEPPARTON,1.8596
2010,EN_LND_CNSPOP,Australia,AU_SUNSHINE_COAST,0.5689
2020,EN_LND_CNSPOP,Australia,AU_SUNSHINE_COAST,0.4415
2020,EN_LND_CNSPOP,Belarus,BY_BABRUJSK,-1.46
2020,EN_LND_CNSPOP,Belarus,BY_MINSK,1.3162
2001,EN_LND_CNSPOP,Canada,CA_HALIFAX_NS,4.3107
2001,EN_LND_CNSPOP,Canada,CA_EDMONTON_ALTA,1.3942
2001,EN_LND_CNSPOP,Canada,CA_CALGARY_ALTA,0.4511
2010,EN_LND_CNSPOP,New Zealand,NZ_HAMILTON,0.936
2020,EN_LND_CNSPOP,New Zealand,NZ_WELLINGTON,0.4203
2020,EN_LND_CNSPOP,New Zealand,NZ_DUNEDIN,1.621
2020,EN_LND_CNSPOP,New Zealand,NZ_AUCKLAND,0.0455
2001,EN_LND_CNSPOP,Canada,CA_OSHAWA_ONT,1.1696
2001,EN_LND_CNSPOP,Canada,CA_QUEBEC_QUE,2.7229
2001,EN_LND_CNSPOP,Canada,CA_PETERBOROUGH_ONT,5.0811
2001,EN_LND_CNSPOP,Canada,CA_HAMILTON_ONT,2.1362
2001,EN_LND_CNSPOP,Canada,CA_BRANTFORD_ONT,4.596
2001,EN_LND_CNSPOP,Canada,CA_OTTAWA_ONT,0.5439
2010,EN_LND_CNSPOP,Узбекистан,UZ_BESHARYK,2.311
2010,EN_LND_CNSPOP,Узбекистан,UZ_BUXORO,1.1477
2010,EN_LND_CNSPOP,Узбекистан,UZ_NAVOIY,3.92
2010,EN_LND_CNSPOP,Узбекистан,UZ_NUKUS,1.1122
2001,EN_LND_CNSPOP,Canada,CA_GREATER_SUDBURY_ONT,-4.3458
2001,EN_LND_CNSPOP,Canada,CA_GUELPH_ONT,1.3393
2001,EN_LND_CNSPOP,Canada,CA_BARRIE_ONT,0.6931
2001,EN_LND_CNSPOP,Canada,CA_MONTREAL_QUE,1.57
2001,EN_LND_CNSPOP,Canada,CA_MONCTON_NB,2.9307
2001,EN_LND_CNSPOP,Canada,NOCITI,1.2826
2001,EN_LND_CNSPOP,Canada,CA_REGINA_SASK,7.2811
2001,EN_LND_CNSPOP,Canada,CA_THUNDER_BAY_ONT,-10.2122
2001,EN_LND_CNSPOP,Canada,CA_VICTORIA_BC,3.2081
2001,EN_LND_CNSPOP,Canada,CA_SASKATOON_SASK,0.6371
2001,EN_LND_CNSPOP,Canada,CA_WINNIPEG_MAN,1.8894
2001,EN_LND_CNSPOP,Canada,CA_TROIS_RIVIERES_QUE,-17.7115
2010,EN_LND_CNSPOP,Узбекистан,UZ_NAMANGAN,1.8017
2010,EN_LND_CNSPOP,Узбекистан,UZ_ANDIJAN,3.8393
2010,EN_LND_CNSPOP,Узбекистан,UZ_TORTKOL,-5.5612
2010,EN_LND_CNSPOP,Узбекистан,UZ_TOSHKENT,1.5483
2001,EN_LND_CNSPOP,Canada,CA_TORONTO_ONT,1.0728
2001,EN_LND_CNSPOP,Canada,CA_VANCOUVER_BC,0.8212
2001,EN_LND_CNSPOP,Canada,CA_WINDSOR_ONT,1.2385
2001,EN_LND_CNSPOP,Canada,CA_LONDON_ONT,2.2468
2001,EN_LND_CNSPOP,Canada,CA_KITCHENER_ONT,1.3283
2001,EN_LND_CNSPOP,Canada,CA_KELOWNA_BC,0.5903
2010,EN_LND_CNSPOP,Узбекистан,UZ_DENAU,2.6357
2010,EN_LND_CNSPOP,Узбекистан,UZ_QOQON,0.6862
2010,EN_LND_CNSPOP,Узбекистан,UZ_TERMIZ,1.6669
2020,EN_LND_CNSPOP,Узбекистан,UZ_NAVOIY,8.1184
2020,EN_LND_CNSPOP,New Zealand,NZ_NAPIER,0.8659
2020,EN_LND_CNSPOP,New Zealand,NZ_HAMILTON,0.5174
2020,EN_LND_CNSPOP,New Zealand,NZ_PALMERSTON,0.327
2020,EN_LND_CNSPOP,New Zealand,NZ_TAURANGA,1.209
2001,EN_LND_CNSPOP,Canada,CA_ST_JOHNS_NL,28.9339
2001,EN_LND_CNSPOP,Canada,CA_SAINT_JOHN_NB,-9.0716
2001,EN_LND_CNSPOP,Canada,CA_SHERBROOKE_QUE,1.3487
2001,EN_LND_CNSPOP,Canada,CA_KINGSTON_ONT,1.5271
2001,EN_LND_CNSPOP,Canada,CA_ST_CATHARINES_ONT,6.9801
2001,EN_LND_CNSPOP,Canada,CA_SAGUENAY_QUE,-2.5539
2020,EN_LND_CNSPOP,Узбекистан,UZ_TORTKOL,-5.7679
2020,EN_LND_CNSPOP,Узбекистан,UZ_DENAU,5.9542
2020,EN_LND_CNSPOP,Узбекистан,UZ_BESHARYK,5.7128
2020,EN_LND_CNSPOP,Узбекистан,UZ_BUXORO,1.9128
2020,EN_LND_CNSPOP,Узбекистан,UZ_ANDIJAN,2.3988
2020,EN_LND_CNSPOP,Узбекистан,UZ_NAMANGAN,1.6828
2020,EN_LND_CNSPOP,Узбекистан,UZ_TOSHKENT,0.6874
2020,EN_LND_CNSPOP,Узбекистан,UZ_NUKUS,2.0451
2001,EN_LND_CNSPOP,Canada,CA_ABBOTSFORD_BC,0.9658
2011,EN_LND_CNSPOP,Canada,CA_SAGUENAY_QUE,-12.7605
2011,EN_LND_CNSPOP,Canada,CA_REGINA_SASK,0.5563
2011,EN_LND_CNSPOP,Canada,CA_BARRIE_ONT,0.2593
2011,EN_LND_CNSPOP,Canada,CA_SAINT_JOHN_NB,0.9443
2011,EN_LND_CNSPOP,Canada,CA_KITCHENER_ONT,0.4149
2020,EN_LND_CNSPOP,Australia,AU_PERTH,0.823
2020,EN_LND_CNSPOP,Australia,AU_WOLLONGONG,1.8559
2020,EN_LND_CNSPOP,Australia,AU_CANBERRA,0.6196
2020,EN_LND_CNSPOP,Australia,AU_CAIRNS,0.0618
2011,EN_LND_CNSPOP,Canada,CA_ABBOTSFORD_BC,0.4074
2011,EN_LND_CNSPOP,Canada,CA_KINGSTON_ONT,0.684
2011,EN_LND_CNSPOP,Canada,CA_WINNIPEG_MAN,0.5774
2011,EN_LND_CNSPOP,Canada,CA_TORONTO_ONT,0.2684
2011,EN_LND_CNSPOP,Canada,CA_VANCOUVER_BC,0.2297
2011,EN_LND_CNSPOP,Canada,CA_TROIS_RIVIERES_QUE,1.0759
2020,EN_LND_CNSPOP,Australia,AU_BRISBANE,0.3914
2020,EN_LND_CNSPOP,Australia,AU_GOLD_COAST,3.5887
2020,EN_LND_CNSPOP,Australia,AU_LAUNCESTON,34.1238
2020,EN_LND_CNSPOP,Australia,AU_CESSNOCK,1.8084
2020,EN_LND_CNSPOP,Australia,AU_GEELONG,0.9665
2020,EN_LND_CNSPOP,Australia,AU_DARWIN,0.8577
2020,EN_LND_CNSPOP,Australia,AU_CENTRAL_COAST,0.2645
2020,EN_LND_CNSPOP,Australia,AU_SHEPPARTON,19.4569
2020,EN_LND_CNSPOP,Australia,AU_ADELAIDE,0.2548
2020,EN_LND_CNSPOP,Australia,AU_NEWCASTLE,0.7057
2010,EN_LND_CNSPOP,Austria,AT_WIEN,0.1545
2020,EN_LND_CNSPOP,Austria,AT_WIEN,0.7141
2010,EN_LND_CNSPOP,Armenia,AM_YEREVAN,-1.0563
2020,EN_LND_CNSPOP,Armenia,AM_YEREVAN,6.8922
2010,EN_LND_CNSPOP,Bosnia and Herzegovina,BA_ZENICA,-0.2771
2010,EN_LND_CNSPOP,Bosnia and Herzegovina,BA_TUZLA,-0.1012
2010,EN_LND_CNSPOP,Bosnia and Herzegovina,BA_SARAJEVO,-0.5219
2010,EN_LND_CNSPOP,Bosnia and Herzegovina,BA_BANJA_LUKA,-0.5007
2020,EN_LND_CNSPOP,Bosnia and Herzegovina,BA_SARAJEVO,-0.3993
2020,EN_LND_CNSPOP,Bosnia and Herzegovina,BA_BANJA_LUKA,-0.0095
2011,EN_LND_CNSPOP,Canada,CA_THUNDER_BAY_ONT,5.4398
2011,EN_LND_CNSPOP,Canada,CA_SASKATOON_SASK,0.3373
2011,EN_LND_CNSPOP,Canada,CA_SHERBROOKE_QUE,1.5358
2011,EN_LND_CNSPOP,Canada,CA_ST_CATHARINES_ONT,0.825
2011,EN_LND_CNSPOP,Canada,CA_EDMONTON_ALTA,0.2518
2011,EN_LND_CNSPOP,Canada,CA_HALIFAX_NS,0.7579
2011,EN_LND_CNSPOP,Canada,CA_GUELPH_ONT,0.3373
2011,EN_LND_CNSPOP,Canada,CA_OSHAWA_ONT,0.3717
2011,EN_LND_CNSPOP,Canada,CA_MONCTON_NB,0.5148
2011,EN_LND_CNSPOP,Canada,CA_MONTREAL_QUE,0.9172
2011,EN_LND_CNSPOP,Canada,NOCITI,0.5001
2011,EN_LND_CNSPOP,Canada,CA_KELOWNA_BC,0.5819
2011,EN_LND_CNSPOP,Canada,CA_GREATER_SUDBURY_ONT,2.3641
2011,EN_LND_CNSPOP,Canada,CA_PETERBOROUGH_ONT,0.7006
2011,EN_LND_CNSPOP,Canada,CA_BRANTFORD_ONT,0.2384
2011,EN_LND_CNSPOP,Canada,CA_OTTAWA_ONT,1.5107
2011,EN_LND_CNSPOP,Canada,CA_HAMILTON_ONT,0.6259
2011,EN_LND_CNSPOP,Canada,CA_CALGARY_ALTA,0.4054
2011,EN_LND_CNSPOP,Canada,CA_QUEBEC_QUE,1.2973
2011,EN_LND_CNSPOP,Canada,CA_LONDON_ONT,0.5068
2011,EN_LND_CNSPOP,Canada,CA_ST_JOHNS_NL,0.5165
2011,EN_LND_CNSPOP,Canada,CA_VICTORIA_BC,0.4695
2011,EN_LND_CNSPOP,Canada,CA_WINDSOR_ONT,0.5687
2010,EN_LND_CNSPOP,Chile,CL_CONCEPCION,6.947
2010,EN_LND_CNSPOP,Chile,CL_COPIAPO,1.0712
2010,EN_LND_CNSPOP,Chile,CL_CURICO,2.8943
2010,EN_LND_CNSPOP,Chile,CL_RANCAGUA,1.7796
2010,EN_LND_CNSPOP,Chile,CL_PENAFLOR,0.9618
2010,EN_LND_CNSPOP,Chile,CL_SANTIAGO,1.7318
2010,EN_LND_CNSPOP,Chile,CL_VALPARAISO,2.7347
2010,EN_LND_CNSPOP,Chile,CL_TALCA,1.418
2010,EN_LND_CNSPOP,Chile,CL_TEMUCO,3.0886
2020,EN_LND_CNSPOP,New Zealand,NZ_LOWER_HUTT,1.2608
2016,EN_LND_CNSPOP,Norway,NO_FREDRIKSTAD_SARPSBORG,0.7802
2016,EN_LND_CNSPOP,Norway,NO_KRISTIANSAND,0.1005
2016,EN_LND_CNSPOP,Norway,NO_OSLO,0.2203
2016,EN_LND_CNSPOP,Norway,NO_PORSGRUNN_SKIEN,0.7666
2016,EN_LND_CNSPOP,Norway,NO_STAVANGER,0.7547
2016,EN_LND_CNSPOP,Norway,NO_ALESUND,0.38
2016,EN_LND_CNSPOP,Norway,NO_DRAMMEN,0.3596
2016,EN_LND_CNSPOP,Norway,NO_TRONDHEIM,0.7384
2016,EN_LND_CNSPOP,Norway,NO_TONSBERG,0.8401
2016,EN_LND_CNSPOP,Norway,NO_BERGEN,0.3352
2019,EN_LND_CNSPOP,Norway,NO_DRAMMEN,0.9638
2019,EN_LND_CNSPOP,Norway,NO_FREDRIKSTAD_SARPSBORG,0.3568
2019,EN_LND_CNSPOP,Norway,NO_TONSBERG,0.3782
2019,EN_LND_CNSPOP,Norway,NO_BERGEN,1.2923
2019,EN_LND_CNSPOP,Norway,NO_KRISTIANSAND,0.2408
2019,EN_LND_CNSPOP,Norway,NO_TRONDHEIM,0.3684
2019,EN_LND_CNSPOP,Norway,NO_STAVANGER,1.1727
2019,EN_LND_CNSPOP,Norway,NO_ALESUND,1.524
2019,EN_LND_CNSPOP,Norway,NO_PORSGRUNN_SKIEN,1.1184
2019,EN_LND_CNSPOP,Norway,NO_OSLO,0.4472
2010,EN_LND_CNSPOP,Poland,PL_KATOWICE,-0.3829
2010,EN_LND_CNSPOP,Poland,PL_LODZ,-0.3872
2010,EN_LND_CNSPOP,Poland,PL_LUBLIN,-2.6663
2010,EN_LND_CNSPOP,Poland,PL_MIELEC,-1.4621
2010,EN_LND_CNSPOP,Poland,PL_POZNAN,-6.161
2010,EN_LND_CNSPOP,Poland,PL_WARSZAWA,5.8739
2010,EN_LND_CNSPOP,Poland,PL_WROCLAW,-2.811
2020,EN_LND_CNSPOP,Poland,PL_POZNAN,-1.0291
2020,EN_LND_CNSPOP,Poland,PL_WARSZAWA,2.8933
2020,EN_LND_CNSPOP,Poland,PL_LODZ,-0.2025
2020,EN_LND_CNSPOP,Poland,PL_KATOWICE,-0.2338
2020,EN_LND_CNSPOP,Poland,PL_MIELEC,-0.3567
2020,EN_LND_CNSPOP,Poland,PL_LUBLIN,-0.8058
2015,EN_LND_CNSPOP,Portugal,PT_MATOSINHOS,-1.3257
2015,EN_LND_CNSPOP,Portugal,PT_MARVAO,0.0
2015,EN_LND_CNSPOP,Portugal,PT_MELGACO,-0.0395
2015,EN_LND_CNSPOP,Portugal,PT_MONTEMOR_O_VELHO,-0.4812
2015,EN_LND_CNSPOP,Portugal,PT_PENELA,-2.2021
2015,EN_LND_CNSPOP,Portugal,PT_PENICHE,-0.302
2015,EN_LND_CNSPOP,Portugal,PT_ILHAVO,-2.75
2015,EN_LND_CNSPOP,Portugal,PT_EVORA,-0.7936
2015,EN_LND_CNSPOP,Portugal,PT_MOIMENTA_DA_BEIRA,-1.7465
2015,EN_LND_CNSPOP,Portugal,PT_FARO,-0.3891
2015,EN_LND_CNSPOP,Portugal,PT_FERREIRA_DO_ALENTEJO,-1.23
2015,EN_LND_CNSPOP,Portugal,PT_FERREIRA_DO_ZEZERE,-1.2863
2015,EN_LND_CNSPOP,Portugal,PT_ALVITO,-0.9669
2015,EN_LND_CNSPOP,Portugal,PT_ARMAMAR,-0.2081
2015,EN_LND_CNSPOP,Portugal,PT_ANSIAO,-0.9299
2015,EN_LND_CNSPOP,Portugal,PT_ALMEIDA,-0.0084
2015,EN_LND_CNSPOP,Portugal,PT_ODEMIRA,-0.258
2015,EN_LND_CNSPOP,Portugal,PT_MURCA,-0.735
2015,EN_LND_CNSPOP,Portugal,PT_MOITA,-0.4437
2015,EN_LND_CNSPOP,Portugal,PT_CONDEIXA_A_NOVA,2.0067
2015,EN_LND_CNSPOP,Portugal,PT_CONSTANCIA,-1.6158
2015,EN_LND_CNSPOP,Portugal,PT_ABRANTES,0.0161
2015,EN_LND_CNSPOP,Portugal,PT_CASTRO_VERDE,-0.8818
2015,EN_LND_CNSPOP,Portugal,PT_CELORICO_DA_BEIRA,-2.1272
2015,EN_LND_CNSPOP,Portugal,PT_BARCELOS,-0.6114
2015,EN_LND_CNSPOP,Portugal,PT_AVEIRO,-1.0999
2015,EN_LND_CNSPOP,Portugal,PT_ARRUDA_DOS_VINHOS,0.2529
2015,EN_LND_CNSPOP,Portugal,PT_SARDOAL,-0.1806
2015,EN_LND_CNSPOP,Portugal,PT_VILA_FRANCA_DE_XIRA,0.521
2015,EN_LND_CNSPOP,Portugal,PT_VILA_REAL_DE_SANTO_ANTONIO,-0.9145
2015,EN_LND_CNSPOP,Portugal,PT_RESENDE,-0.1121
2015,EN_LND_CNSPOP,Portugal,PT_REDONDO,-0.2091
2015,EN_LND_CNSPOP,Portugal,PT_VIANA_DO_CASTELO,-0.2685
2015,EN_LND_CNSPOP,Portugal,PT_SAO_JOAO_DA_MADEIRA,-0.7129
2015,EN_LND_CNSPOP,Portugal,PT_VILA_VELHA_DE_RODAO,-0.4978
2015,EN_LND_CNSPOP,Portugal,PT_VINHAIS,-0.0183
2015,EN_LND_CNSPOP,Portugal,PT_SOBRAL_DE_MONTE_AGRACO,-1.6124
2015,EN_LND_CNSPOP,Portugal,PT_TABUACO,-0.3149
2015,EN_LND_CNSPOP,Portugal,PT_TORRE_DE_MONCORVO,-1.3956
2015,EN_LND_CNSPOP,Portugal,PT_SABROSA,-0.6519
2015,EN_LND_CNSPOP,Portugal,PT_SANTA_COMBA_DAO,-0.0873
2015,EN_LND_CNSPOP,Portugal,PT_SALVATERRA_DE_MAGOS,-0.7092
2015,EN_LND_CNSPOP,Portugal,PT_PORTEL,-0.3927
2015,EN_LND_CNSPOP,Portugal,PT_PORTALEGRE,-0.2163
2015,EN_LND_CNSPOP,Portugal,PT_MACEDO_DE_CAVALEIROS,-2.1786
2015,EN_LND_CNSPOP,Portugal,PT_MAIA,3.4113
2015,EN_LND_CNSPOP,Portugal,PT_LOUSADA,-3.9503
2015,EN_LND_CNSPOP,Portugal,PT_MANGUALDE,-0.5728
2015,EN_LND_CNSPOP,Portugal,PT_MAFRA,-0.0435
2015,EN_LND_CNSPOP,Portugal,PT_MEDA,-3.4391
2015,EN_LND_CNSPOP,Portugal,PT_MOGADOURO,-3.107
2015,EN_LND_CNSPOP,Portugal,PT_LEIRIA,-2.515
2015,EN_LND_CNSPOP,Portugal,PT_MEALHADA,-1.6498
2015,EN_LND_CNSPOP,Portugal,PT_MARINHA_GRANDE,-3.6887
2015,EN_LND_CNSPOP,Portugal,PT_MANTEIGAS,0.0
2015,EN_LND_CNSPOP,Portugal,PT_MARCO_DE_CANAVESES,-0.8249
2015,EN_LND_CNSPOP,Portugal,PT_LOURES,0.8786
2015,EN_LND_CNSPOP,Portugal,PT_MIRANDELA,-1.1554
2015,EN_LND_CNSPOP,Portugal,PT_MIRANDA_DO_DOURO,-2.2711
2015,EN_LND_CNSPOP,Portugal,PT_MESAO_FRIO,0.0
2015,EN_LND_CNSPOP,Portugal,PT_MIRA,-0.3913
2015,EN_LND_CNSPOP,Portugal,PT_MIRANDA_DO_CORVO,-2.8996
2015,EN_LND_CNSPOP,Portugal,PT_MERTOLA,-0.0769
2015,EN_LND_CNSPOP,Portugal,PT_LOURINHA,-1.4258
2015,EN_LND_CNSPOP,Portugal,PT_LISBOA,-0.067
2015,EN_LND_CNSPOP,Portugal,PT_MOURA,-0.1192
2015,EN_LND_CNSPOP,Portugal,PT_MONTALEGRE,-0.1721
2015,EN_LND_CNSPOP,Portugal,PT_MORA,-0.0548
2015,EN_LND_CNSPOP,Portugal,PT_MORTAGUA,-0.0507
2015,EN_LND_CNSPOP,Portugal,PT_MONTIJO,0.5847
2015,EN_LND_CNSPOP,Portugal,PT_OLIVEIRA_DE_FRADES,-0.7319
2015,EN_LND_CNSPOP,Portugal,PT_PESO_DA_REGUA,-0.0686
2015,EN_LND_CNSPOP,Portugal,PT_PENAFIEL,-0.5024
2015,EN_LND_CNSPOP,Portugal,PT_PENALVA_DO_CASTELO,-0.9276
2015,EN_LND_CNSPOP,Portugal,PT_PENEDONO,-0.2779
2015,EN_LND_CNSPOP,Portugal,PT_POMBAL,-0.3477
2015,EN_LND_CNSPOP,Portugal,PT_PONTE_DA_BARCA,-0.3392
2015,EN_LND_CNSPOP,Portugal,PT_PONTE_DE_SOR,-1.7782
2015,EN_LND_CNSPOP,Portugal,PT_PONTE_DE_LIMA,-0.4797
2015,EN_LND_CNSPOP,Portugal,PT_PINHEL,-0.5286
2015,EN_LND_CNSPOP,Portugal,PT_PENAMACOR,-0.25
2015,EN_LND_CNSPOP,Portugal,PT_GOLEGA,-0.3951
2015,EN_LND_CNSPOP,Portugal,PT_GOUVEIA,-0.1322
2015,EN_LND_CNSPOP,Portugal,PT_GONDOMAR,-4.9666
2015,EN_LND_CNSPOP,Portugal,PT_LAMEGO,-0.5209
2015,EN_LND_CNSPOP,Portugal,PT_LAGOS,-1.8603
2010,EN_LND_CNSPOP,Chile,CL_IQUIQUE,0.3589
2010,EN_LND_CNSPOP,Chile,CL_LA_SERENA,1.0484
2020,EN_LND_CNSPOP,Chile,CL_TALCA,0.8806
2020,EN_LND_CNSPOP,Chile,CL_LA_SERENA,1.5433
2020,EN_LND_CNSPOP,Chile,CL_COPIAPO,0.8059
2020,EN_LND_CNSPOP,Chile,CL_CONCEPCION,13.6235
2020,EN_LND_CNSPOP,Chile,CL_VALPARAISO,8.4036
2020,EN_LND_CNSPOP,Chile,CL_SANTIAGO,1.1334
2020,EN_LND_CNSPOP,Chile,CL_RANCAGUA,2.2386
2020,EN_LND_CNSPOP,Chile,CL_IQUIQUE,1.0723
2020,EN_LND_CNSPOP,Chile,CL_CURICO,3.4248
2020,EN_LND_CNSPOP,Chile,CL_TEMUCO,3.8865
2020,EN_LND_CNSPOP,Chile,CL_PENAFLOR,0.864
2010,EN_LND_CNSPOP,China,CN_YULIN_GUANGXI,3.6629
2010,EN_LND_CNSPOP,China,CN_HONG_KONG,1.0716
2020,EN_LND_CNSPOP,China,CN_HONG_KONG,1.0692
2020,EN_LND_CNSPOP,China,CN_YULIN_GUANGXI,3.6357
2015,EN_LND_CNSPOP,Colombia,CO_NSA_PAMPLONA,0.422
2015,EN_LND_CNSPOP,Colombia,CO_BOY_NOBSA,0.8723
2015,EN_LND_CNSPOP,Colombia,CO_BOY_OICATA,1.0006
2015,EN_LND_CNSPOP,Colombia,CO_VAC_PALMIRA,3.2463
2015,EN_LND_CNSPOP,Colombia,CO_ATL_POLONUEVO,0.3004
2015,EN_LND_CNSPOP,Colombia,CO_ATL_PUERTO_COLOMBIA,2.9936
